userid,clarity,account,feltacc,ev1,ev1abs_acc,ev1reldiff,ev2,ev2abs_acc,ev2reldiff,ev3,ev3abs_acc,ev3reldiff,ev4,ev4abs_acc,ev4reldiff,ev5,ev5abs_acc,ev5reldiff,ev6,ev6abs_acc,ev6reldiff,ev7,ev7abs_acc,ev7reldiff,totdeviation,avedev,aveabs_acc,avereldiff,avgabspercent,evtext1,evtext1len,evtext2,evtext2len,evtext3,evtext3len,evtext4,evtext4len,evtext5,evtext5len,evtext6,evtext6len,evtext7,evtext7len,totalevtext,avgevtext,crt1,crt1_correct,crt2,crt2_correct,crt3,crt3_correct,crt_total,consc_1,consc_2,consc_3,consc_4,consc,extra_1,extra_2,extra_3,extra_4,extra,agree_1,agree_2,agree_3,agree_4,agree,open_1,open_2,open_3,open_4,open,neuro_1,neuro_2,neuro_3,neuro_4,neuro,need.cog_1,need.cog_2,need.cog_3,need.cog_4,need.cog_5,need.cog_6,need.cog_7,need.cog_8,need.cog_9,need.cog_10,need.cog_11,need.cog_12,need.cog_13,need.cog_14,need.cog_15,need.cog_16,need.cog_17,need.cog_18,need.cog,aomt_1,aomt_2,aomt_3,aomt_4,aomt_5,aomt_6,aomt_7,aomt_8,aomt_9,aomt,educ,age,gender,race
246,0,1,1,65,35,15,60,40,-0.076923077,50,50,-0.166666667,44,56,-0.12,35,65,-0.204545455,50,50,0.428571429,60,40,0.2,5,8.285714286,48,2.15149089,215.149089,"Trends tend to fluctuate a little, but if No had a consistent lead most of the time I still think it is more likely to win than Yes. However, something might have happened to change public opinion, which is why I only put 65% and not higher.",241,"Many people are swayed, listening to someone who has been in power for a very long time. Therefore I made the probability of No winning a little lower, though still above 50%.",175,"The No theme is much more negative than the Yes theme, so more people will be swayed to vote Yes by the slogan (whether or not the slogan is truly related to the stance).",170,The above evidence seems to show a changing of public opinion that is shifting more towards Yes.,96,"Since the status quo seems to have moved more towards Yes, there is a higher probability Yes will win.",102,"The polling showed more Yes than there actually was compared to No, so the shift in favor of Yes was not accurate.",114,"Voters who dont normally participate probably dont want more extreme actions to occur, therefore they would vote no.",116,1014,144.8571429,0.05,1,5,1,47,1,3,5,4,4,3,4,4,5,5,4,4.5,7,7,6,7,6.75,5,7,7,6,6.25,5,3,3,6,4.25,6,7,7,7,7,1,6,6,7,7,7,7,7,7,7,2,7,7,6.222222222,6,7,6,7,2,7,7,7,6,6.111111111,5,1,2,1
201,1,1,1,40,60,60,45,55,0.125,50,50,0.111111111,35,65,-0.3,35,65,0,50,50,0.428571429,55,45,0.1,15,6.530612245,55.71428571,8.637811791,863.7811791,The trend shows that the Yes camp is gaining momentum and is now even with the No camp.,87,The most famous author most likely reaches his audience on an emotional level which will cause voters to more likely vote for the No camp.,138,"People want to avoid loss more than they want to find reward. Therefore, people will be more afraid to lose security by choosing the Yes camp and will choose the No camp. ",171,A party's leader and his ability to speak and persuade publicly is hugely important. The Yes camp's leader's showing at the debate will cause unsure voters to move to the Yes camp.,180,"Most likely, there will be a swing to the No camp in the final month of polling. However, the swing might not be large enough to salvage victory for the No camp.",161,"Because the polls were wrong, everything changes. The silent majority is the key, and although the Yes camp will have more outspoken members, the No camp will have higher numbers.",179,"To keep the status quo, many silent and inactive No camp members will come out to vote in the election.",103,1019,145.5714286,0.05,1,5,1,47,1,3,5,6,6,6,5.75,7,7,6,6,6.5,5,6,4,6,5.25,4,7,6,5,5.5,2,3,3,4,3,5,6,5,1,1,7,1,4,4,6,5,5,5,6,6,1,1,4,4.055555556,5,7,7,6,7,5,7,7,6,6.333333333,3,1,1,1
303,1,0,0,80,20,20,60,40,-0.25,60,40,0,45,55,-0.25,55,45,0.222222222,55,45,0,55,45,0,25,6.93877551,41.42857143,2.817460317,281.7460317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,4,2,4,4,3.5,2,3,2,2,2.25,6,6,5,6,5.75,6,7,7,7,6.75,3,6,2,6,4.25,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6.888888889,7,7,7,7,3,3,7,7,7,6.111111111,5,1,1,1
244,0,0,0,40,60,-10,46,54,0.15,29,71,-0.369565217,51,49,0.75862069,43,57,-0.156862745,49,51,0.139534884,42,58,-0.142857143,2,5.020408163,57.14285714,-1.374447076,137.4447076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,100,0,14,0,0,6,3,6,6,5.25,6,6,6,4,5.5,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,5,6,6,6,6,3,6,2,5,6,6,6,6,6,6,5,5,6,5.388888889,4,6,7,6,6,5,6,3,6,5.444444444,2,1,2,1
181,0,0,0,45,55,-5,55,45,0.222222222,40,60,-0.272727273,35,65,-0.125,42,58,0.2,47,53,0.119047619,50,50,0.063829787,5,5.020408163,55.14285714,-0.684661092,68.4661092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,3,5,5,3,4,2,2,3,3,2.5,5,4,5,5,4.75,5,5,3,3,4,3,3,5,5,4,2,2,5,5,5,6,6,5,5,6,6,5,6,3,6,1,5,3,4.555555556,6,6,6,6,6,5,7,6,4,5.777777778,3,1,1,4
151,0,0,0,50,50,0,50,50,0,50,50,0,39,61,-0.22,38,62,-0.025641026,38,62,0,39,61,0.026315789,11,5.632653061,56.57142857,-0.031332177,3.13321766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,5,1,47,1,2,1,1,2,2,1.5,5,7,5,4,5.25,5,7,3,6,5.25,7,6,6,6,6.25,3,2,1,5,2.75,7,6,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6.833333333,6,7,7,7,4,7,7,7,6,6.444444444,3,1,2,1
237,0,1,1,50,50,0,60,40,0.2,60,40,0,44,56,-0.266666667,45,55,0.022727273,44,56,-0.022222222,46,54,0.045454545,4,5.836734694,50.14285714,-0.002958153,0.295815296,Because they are currently 50/50; how it was in the past doesn't matter,71,Stronger public figures giving incentives to vote no,52,Not a new variable,18,Yes won the debate,18,About the same; don't trust the study,37,More evidence for yes,21,No idea how they will vote,26,243,34.71428571,0.05,1,100,0,47,1,2,5,5,6,6,5.5,7,6,6,6,6.25,6,6,5,6,5.75,6,6,3,6,5.25,1,3,2,3,2.25,5,6,3,3,6,2,3,7,3,6,5,7,2,5,5,6,6,5,4.722222222,4,7,6,6,4,3,4,6,4,4.888888889,3,1,1,1
55,0,1,1,40,60,-10,55,45,0.375,60,40,0.090909091,50,50,-0.166666667,49,51,-0.02,55,45,0.12244898,60,40,0.090909091,20,5.469387755,47.28571429,-1.358199929,135.8199929,"I was told that people are just now starting to pay attention to the election. If so, I would expect numbers to keep dropping.",126,These important people will likely sway some but not all voters. The self-rule initiatives are especially convincing.,117,People are more swayed by fear than anything...it's a very strong emotion. Most people are not risk takers.,107,I'm getting a lot of conflicting information...the whole thing seems up in the air.,83,I'm going to stick to around 50% because of the criticisms of the study. ,73,This makes sense to me; I'll bump the no vote up to 55%.,56,"People who don't usually vote probably don't have a problem with the way things are going...otherwise they'd vote for a better candidate, for example. So they would likely vote no in this election. ",198,760,108.5714286,0.05,1,5,1,47,1,3,2,2,6,2,3,2,6,3,3,3.5,6,6,5,6,5.75,5,3,3,6,4.25,5,4,6,6,5.25,2,2,3,2,3,2,6,1,2,6,2,4,2,4,2,3,5,6,3.166666667,5,6,3,3,5,2,6,2,4,4,3,1,2,1
299,1,0,0,72,28,28,71,29,-0.013888889,51,49,-0.281690141,44,56,-0.137254902,60,40,0.363636364,57,43,-0.05,42,58,-0.263157895,30,9.469387755,43.28571429,3.945377791,394.5377791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,3,3,4,4,3.5,4,4,4,4,4,5,5,4,5,4.75,6,6,6,6,6,4,4,4,5,4.25,5,5,6,6,6,3,6,6,6,1,1,6,1,1,1,6,6,4,4.222222222,6,6,6,6,5,3,6,6,6,5.555555556,3,1,1,4
213,0,0,0,50,50,0,61,39,0.22,62,38,0.016393443,45,55,-0.274193548,45,55,0,55,45,0.222222222,55,45,0,5,5.673469388,46.71428571,0.026346017,2.634601664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,1,2,6,2,2.75,3,1,5,2,2.75,2,3,1,5,2.75,6,6,3,7,5.5,6,6,6,7,6.25,6,6,6,6,6,7,6,2,2,2,6,5,4,6,6,4,5,7,5.111111111,6,6,5,5,5,3,6,7,6,5.444444444,3,1,2,1
214,0,0,0,49,51,-1,51,49,0.040816327,40,60,-0.215686275,40,60,0,40,60,0,46,54,0.15,38,62,-0.173913043,11,4.489795918,56.57142857,-0.171254713,17.12547131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,2,1,4,3,2.5,3,3,3,3,3,6,5,5,6,5.5,5,5,6,5,5.25,5,6,6,5,5.5,6,6,6,6,6,6,6,4,2,6,6,6,6,6,6,6,6,4,5.555555556,6,6,6,6,2,6,6,6,6,5.555555556,3,1,1,1
199,0,0,0,50,50,0,34,66,-0.32,41,59,0.205882353,55,45,0.341463415,61,39,0.109090909,45,55,-0.262295082,46,54,0.022222222,4,6.775510204,52.57142857,0.01376626,1.376625956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,47,1,2,5,5,5,5,5,2,2,3,3,2.5,7,7,7,7,7,6,5,6,6,5.75,3,3,3,4,3.25,4,4,5,3,4,3,3,5,2,4,5,6,4,6,4,3,5,4,4.111111111,4,6,4,6,4,5,6,5,5,5,3,1,1,3
207,0,0,0,65,35,15,70,30,0.076923077,60,40,-0.142857143,45,55,-0.25,48,52,0.066666667,55,45,0.145833333,48,52,-0.127272727,17,7.836734694,44.14285714,2.10989903,210.989903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,5,1,47,1,2,2,3,4,3,3,3,5,1,4,3.25,6,6,6,6,6,6,6,5,7,6,5,6,6,7,6,6,5,6,5,6,5,5,4,5,6,6,6,7,7,6,6,6,6,5.722222222,6,7,7,6,4,3,7,5,4,5.444444444,3,1,1,1
28,1,0,0,41,59,59,40,60,-0.024390244,60,40,0.5,47,53,-0.216666667,16,84,-0.659574468,44,56,1.75,51,49,0.159090909,10,8.897959184,57.28571429,8.644065647,864.4065647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,5,3,4,6,4.5,5,6,6,7,6,3,5,4,6,4.5,7,6,6,7,6.5,5,7,5,6,5.75,1,1,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4.444444444,6,5,6,6,5,6,6,6,6,5.777777778,5,1,1,1
12,1,0,0,72,28,28,49,51,-0.319444444,48,52,-0.020408163,74,26,0.541666667,29,71,-0.608108108,51,49,0.75862069,62,38,0.215686275,10,12.28571429,45,4.081144702,408.1144702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,100,0,24,0,0,5,5,6,6,5.5,3,5,4,5,4.25,6,5,6,6,5.75,5,4,4,5,4.5,4,3,4,4,3.75,6,6,2,6,2,6,6,2,6,2,6,6,6,2,6,6,2,6,4.666666667,4,4,4,3,4,2,5,4,4,3.777777778,5,1,2,2
68,0,0,0,45,55,-5,64,36,0.422222222,60,40,-0.0625,45,55,-0.25,46,54,0.022222222,51,49,0.108695652,51,49,0,6,5.87755102,48.28571429,-0.679908558,67.99085576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,6,5,7,6,6,2,1,3,1,1.75,6,5,5,5,5.25,6,7,5,6,6,2,1,1,2,1.5,4,4,6,4,6,3,2,2,4,4,4,7,5,7,4,4,4,4,4.333333333,6,7,7,7,6,7,7,6,6,6.555555556,3,1,1,7
142,1,0,0,72,28,28,64,36,-0.111111111,40,60,-0.375,35,65,-0.125,36,64,0.028571429,50,50,0.388888889,40,60,-0.2,32,11.87755102,51.85714286,3.943764172,394.3764172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,24,0,1,4,7,7,6,6,7,7,7,7,7,5,6,6,7,6,1,7,7,1,4,1,7,1,7,4,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6.666666667,5,7,6,7,5,1,7,6,6,5.555555556,2,1,1,3
269,1,1,1,50,50,50,60,40,0.2,65,35,0.083333333,51,49,-0.215384615,50,50,-0.019607843,55,45,0.1,50,50,-0.090909091,0,4.775510204,45.57142857,7.151061683,715.1061683,"Although the No camp had been ahead in the polls, we have to go with what the current opinions are of the Applens.",114,"Two high-ranking figures from the Union of Provinces chimed in with incentives for both sides, so those essentially cancel each other out, so in my opinion, the author's opinion might sway the public at little more toward the No camp.",234,I think fear is more effective in convincing people than hope.,62,"Although the No camp has an overall lead, the trends have shown a steady increase in the popularity for the Yes camp",116,I'm not sure how this affects the race.,39,The No camp could be more popular than polls show.,50,"I'm not sure what effect this has on the general election, but we can say that referendums aren't an absolute measure of how the public will vote in the general election due to the lack of participance of some of the referendum voters in the gen. election.",256,871,124.4285714,0.05,1,5,1,47,1,3,3,6,5,6,5,5,7,3,4,4.75,6,6,6,6,6,5,5,6,6,5.5,3,2,4,4,3.25,3,3,2,4,5,2,2,1,1,4,5,4,3,4,3,4,6,6,3.444444444,4,6,4,7,5,5,6,3,7,5.222222222,3,1,2,2
51,1,0,0,50,50,50,50,50,0,40,60,-0.2,40,60,0,40,60,0,40,60,0,40,60,0,10,4.081632653,57.14285714,7.114285714,711.4285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,100,0,24,0,0,5,2,6,2,3.75,1,5,1,5,3,5,5,5,5,5,5,2,2,5,3.5,3,6,6,6,5.25,3,2,5,5,5,2,5,2,5,4,3,2,1,2,6,5,3,6,3.666666667,6,6,6,6,3,6,6,6,7,5.777777778,3,1,2,1
308,0,1,1,60,40,10,38,62,-0.366666667,39,61,0.026315789,60,40,0.538461538,61,39,0.016666667,50,50,-0.180327869,50,50,0,10,7.87755102,48.85714286,1.43349278,143.349278,I gave the No camp a 60% chance because they started off as more popular than the Yes camp.,91,The Yes camp has a senior diplomat as the decision maker. ,58,"I think people would be more swayed by the positive slogan rather than the negative one, which is why the No camp is less likely to win.",136,People are currently convinved that independenec is the way to go.,66,"Not sure, I'm a bit confused.",29,"No one really knows how to interpret the data, so 50% seems reasonable.",71,"Not really sure, not much changed from the last question.",57,508,72.57142857,0.05,1,5,1,47,1,3,5,5,7,6,5.75,5,3,6,6,5,6,6,6,6,6,7,6,6,6,6.25,2,2,2,3,2.25,6,6,6,6,6,5,6,3,3,6,6,7,3,7,6,6,6,6,5.555555556,6,6,6,6,4,2,7,6,6,5.444444444,3,1,1,2
294,0,0,0,45,55,-5,50,50,0.111111111,45,55,-0.1,37,63,-0.177777778,35,65,-0.054054054,45,55,0.285714286,40,60,-0.111111111,5,4.367346939,57.57142857,-0.720873935,72.08739352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,6,0,2,2,2,4,2,2.5,1,2,1,2,1.5,6,7,7,7,6.75,6,7,6,6,6.25,5,4,5,5,4.75,4,5,6,5,5,5,3,6,4,4,6,7,5,5,4,4,7,7,5.111111111,4,6,5,6,3,6,7,5,6,5.333333333,5,1,2,4
2,0,0,0,50,50,0,63,37,0.26,41,59,-0.349206349,39,61,-0.048780488,39,61,0,43,57,0.102564103,45,55,0.046511628,5,6.163265306,54.28571429,0.001584128,0.158412764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,47,1,2,3,4,5,4,4,5,6,4,6,5.25,6,5,5,6,5.5,5,6,4,6,5.25,3,2,4,2,2.75,5,3,4,5,5,2,4,2,4,6,5,6,3,5,5,4,4,4,4.222222222,2,6,5,6,5,4,6,4,4,4.666666667,3,1,2,1
100,1,0,0,39,61,61,50,50,0.282051282,40,60,-0.2,60,40,0.5,40,60,-0.333333333,65,35,0.625,71,29,0.092307692,32,11.30612245,47.85714286,8.852289377,885.2289377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,24,0,1,5,4,6,6,5.25,2,2,3,3,2.5,5,5,4,6,5,4,5,5,5,4.75,1,4,3,4,3,5,6,5,6,6,5,3,5,4,7,4,5,3,3,7,3,3,5,4.722222222,3,5,4,6,5,5,5,4,5,4.666666667,5,1,1,1
195,1,0,0,75,25,25,40,60,-0.466666667,50,50,0.25,40,60,-0.2,40,60,0,45,55,0.125,45,55,0,30,8.367346939,52.14285714,3.529761905,352.9761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,500,0,47,1,2,3,7,7,6,5.75,3,5,6,4,4.5,7,6,6,4,5.75,2,3,3,2,2.5,3,4,5,5,4.25,3,5,5,4,3,3,6,1,2,3,3,3,3,2,5,4,6,3,3.555555556,4,6,5,6,3,5,7,4,3,4.777777778,NA,NA,NA,NA
306,1,0,0,50,50,50,61,39,0.22,48,52,-0.213114754,39,61,-0.1875,40,60,0.025641026,48,52,0.2,33,67,-0.3125,17,7.06122449,54.42857143,7.10464661,710.464661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,3,6,5,4,4.5,2,2,3,2,2.25,6,6,5,6,5.75,6,6,6,6,6,1,2,2,4,2.25,6,6,6,6,6,5,5,5,5,6,6,6,5,6,5,6,3,6,5.5,4,6,6,6,5,6,7,5,6,5.666666667,3,1,1,1
292,1,1,0,50,50,50,48,52,-0.04,38,62,-0.208333333,68,32,0.789473684,50,50,-0.264705882,42,58,-0.16,30,70,-0.285714286,20,8.489795918,53.42857143,7.118674312,711.8674312,50/50. Things change unexpectedly ,34,.,1,.,1,",",1,`,1,`,1,`,1,40,5.714285714,0.1,0,100,0,47,1,1,3,5,5,5,4.5,5,5,4,4,4.5,4,2,5,4,3.75,6,2,5,5,4.5,4,3,5,4,4,4,4,6,4,4,2,7,3,4,1,4,7,2,2,1,2,1,2,3.333333333,3,7,7,4,6,1,4,3,7,4.666666667,5,1,1,2
169,1,0,0,50,50,50,72,28,0.44,24,76,-0.666666667,45,55,0.875,42,58,-0.066666667,51,49,0.214285714,62,38,0.215686275,12,10.65306122,50.57142857,7.287376951,728.7376951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,5,5,4,4,4.5,2,3,3,3,2.75,5,5,5,5,5,6,6,5,6,5.75,5,5,4,6,5,3,5,6,6,6,6,4,3,4,6,6,6,5,5,2,5,5,6,4.944444444,5,7,6,5,3,4,6,5,5,5.111111111,3,1,1,4
170,0,0,0,50,50,0,50,50,0,45,55,-0.1,35,65,-0.222222222,61,39,0.742857143,65,35,0.06557377,50,50,-0.230769231,0,6.93877551,49.14285714,0.036491351,3.649135148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,5,4,5,5,4.75,4,5,4,4,4.25,7,6,6,6,6.25,6,6,6,6,6,5,3,3,5,4,4,5,5,5,2,5,4,2,5,6,6,5,5,5,6,2,5,5,4.555555556,5,6,5,5,3,5,5,7,5,5.111111111,3,1,2,4
219,1,1,1,50,50,50,50,50,0,60,40,0.2,35,65,-0.416666667,35,65,0,35,65,0,40,60,0.142857143,10,8.367346939,56.42857143,7.132312925,713.2312925,"I initially had the No camp as more favorable to win, but now that the Yes camp caught up and they're even, I assigned the 50% probability.",139,I assigned a 50% probability because the given evidence doesn't seem to change the chance of winning the election. ,115,I assigned 60% because of the No camp's theme of uncertainty that could spur its voters and draw in Yes people. ,112,I assigned 35% to reflect a decrease in the probability of No winning the election based on the polling and voter feedback.,123,"Given this additional evidence, I do not think a change in the probability of No winning will be made, so I kept the probability at 35%.",136,I kept the probability the same because the sociologist recognized flaws on both sides of the argument and neither argument seems strong enough to overpower the other.,167,"If No is the status quo, then their probability of winning goes up after being made aware of this new knowledge about voters.",125,917,131,0.05,1,20,0,47,1,2,1,2,5,3,2.75,1,2,1,2,1.5,5,4,4,4,4.25,2,2,2,2,2,3,3,4,3,3.25,6,5,3,4,2,2,2,2,2,3,5,4,5,2,5,2,2,2,3.222222222,6,7,7,7,4,7,7,6,5,6.222222222,5,1,1,2
40,0,0,0,70,30,20,71,29,0.014285714,35,65,-0.507042254,28,72,-0.2,39,61,0.392857143,57,43,0.461538462,57,43,0,13,14.57142857,49,2.880234152,288.0234152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,3,3,5,5,4,3,5,5,5,4.5,6,5,6,6,5.75,6,2,6,6,5,5,5,5,5,5,6,7,7,6,6,5,7,5,7,6,6,7,6,6,6,5,5,3,5.888888889,5,6,5,6,2,3,5,5,5,4.666666667,5,1,2,4
105,1,0,0,49,51,51,45,55,-0.081632653,43,57,-0.044444444,34,66,-0.209302326,39,61,0.147058824,45,55,0.153846154,40,60,-0.111111111,9,3.836734694,57.85714286,7.264916349,726.4916349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,5,1,47,1,2,3,2,5,3,3.25,3,5,5,3,4,6,4,5,6,5.25,7,7,5,5,6,5,4,4,4,4.25,5,5,5,5,6,5,5,3,5,6,5,6,6,6,5,3,3,1,4.722222222,4,6,6,7,2,6,7,5,5,5.333333333,2,1,2,3
309,0,0,0,40,60,-10,60,40,0.5,60,40,0,45,55,-0.25,40,60,-0.111111111,50,50,0.25,55,45,0.1,15,7.142857143,50,-1.358730159,135.8730159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,1,1,5,1,2,3,4,2,6,3.75,6,7,6,6,6.25,5,6,6,6,5.75,6,7,6,7,6.5,4,5,5,5,5,5,6,6,5,4,6,7,3,5,6,6,6,6,5.277777778,6,7,6,7,6,7,7,6,4,6.222222222,3,1,2,4
197,0,1,1,40,60,-10,50,50,0.25,45,55,-0.1,30,70,-0.333333333,38,62,0.266666667,47,53,0.236842105,44,56,-0.063829787,4,5.142857143,58,-1.391950621,139.1950621,The independence camp seems to be catching up.,46,"The package of rules seems enticing for Apple citizens, and the diplomat and author's voices may cancel each other out",118,The positive message of the Yes camp seems stronger than the negative message from the No camp,94,The momentum seems to continue for the Yes camp,47,"The study may have some sway, but not enough",44,"The sociologist has some good points, but I think that the independence movement still has a better than average chance",119,"Both pro- and anti-independence voters are likely to be affected by this phenomena, so I think it has little effect",115,583,83.28571429,0.05,1,5,1,47,1,3,2,2,6,3,3.25,2,2,3,5,3,5,4,5,3,4.25,5,6,6,5,5.5,3,3,2,5,3.25,2,6,6,6,5,5,6,5,6,7,5,7,6,6,6,5,6,6,5.611111111,7,6,6,6,6,7,7,6,6,6.333333333,3,1,1,1
153,0,1,1,46,54,-4,50,50,0.086956522,60,40,0.2,30,70,-0.5,31,69,0.033333333,45,55,0.451612903,42,58,-0.066666667,4,7.795918367,56.57142857,-0.54210913,54.21091298,Slightly below 50%,18,50%,300%,No camp is starting to gain more traction,41,People are starting to switch to the yes side,45,Not much of a difference,24,It is much closer than we previously thought,44,Not a strong change,19,194,27.71428571,0.05,1,5,1,47,1,3,2,6,6,6,5,3,5,3,6,4.25,5,5,4,6,5,5,5,5,6,5.25,5,3,5,3,4,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,2,6,5.555555556,4,5,5,3,3,5,6,4,5,4.444444444,3,1,1,1
262,1,0,0,50,50,50,62,38,0.24,30,70,-0.516129032,40,60,0.333333333,40,60,0,46,54,0.15,40,60,-0.130434783,10,7.428571429,56,7.153824217,715.3824217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,100,0,47,1,1,5,5,5,5,5,5,6,5,6,5.5,5,6,5,6,5.5,5,6,6,6,5.75,4,3,2,4,3.25,5,6,7,7,7,6,3,3,5,6,2,7,2,6,3,7,5,6,5.166666667,4,6,5,6,5,5,7,5,6,5.444444444,3,1,2,3
8,1,0,0,51,49,49,40,60,-0.215686275,70,30,0.75,54,46,-0.228571429,49,51,-0.092592593,57,43,0.163265306,58,42,0.01754386,7,6.448979592,45.85714286,7.056279839,705.6279839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,5,1,24,0,1,5,3,5,3,4,4,3,3,3,3.25,5,5,5,5,5,3,5,4,3,3.75,5,4,5,5,4.75,7,7,4,4,1,7,4,4,4,7,7,4,7,7,7,4,1,7,5.166666667,5,5,6,5,5,3,6,5,5,5,3,1,1,4
29,0,1,1,55,45,5,45,55,-0.181818182,42,58,-0.066666667,33,67,-0.214285714,39,61,0.181818182,46,54,0.179487179,43,57,-0.065217391,12,4.612244898,56.71428571,0.690473915,69.04739153,"50% right now but since people are shifting, likely that more will shift in the next weeks ",91,People are more likely to listen to someone who they feel is part of their in-group (Apple citizen - author) and people have a distrust of diplomats in general,159,Positive is better motivator than negative,42,Obviously there's a shift toward yes.,37,"Little bit higher - maybe there might be a shift, but still not enough to go above 50%",86,Slightly higher accounting for poll mistakes,44,Same - doesn't mean those people will be on the yes/no side.,60,519,74.14285714,0.05,1,5,1,47,1,3,1,1,2,1,1.25,1,6,2,4,3.25,5,5,6,4,5,7,6,5,6,6,5,7,7,6,6.25,3,3,6,5,5,2,5,6,2,2,2,5,2,2,2,2,7,5,3.666666667,7,7,7,7,2,6,7,5,7,6.111111111,2,1,2,1
158,0,0,0,61,39,11,76,24,0.245901639,40,60,-0.473684211,34,66,-0.15,51,49,0.5,54,46,0.058823529,44,56,-0.185185185,17,10.48979592,48.57142857,1.570836539,157.0836539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,3,2,3,2,2.5,2,3,4,2,2.75,6,5,5,2,4.5,6,7,3,5,5.25,6,6,6,5,5.75,5,7,7,7,7,5,3,3,7,1,1,7,1,1,1,7,7,1,4.333333333,4,4,4,4,4,4,4,4,4,4,5,1,1,4
121,1,0,0,56,44,44,66,34,0.178571429,55,45,-0.166666667,39,61,-0.290909091,33,67,-0.153846154,46,54,0.393939394,51,49,0.108695652,5,8.653061224,50.57142857,6.295683509,629.5683509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,24,0,1,5,3,6,5,4.75,4,6,6,6,5.5,6,6,6,5,5.75,4,4,5,4,4.25,2,3,4,3,3,5,4,5,2,2,3,2,3,3,6,3,3,3,3,3,3,4,5,3.444444444,6,5,5,6,5,2,6,4,4,4.777777778,2,1,1,1
148,1,1,1,50,50,50,49,51,-0.02,61,39,0.244897959,29,71,-0.524590164,63,37,1.172413793,65,35,0.031746032,50,50,-0.230769231,0,9.06122449,47.57142857,7.23909977,723.909977,"The election is up in the air, as there was a lead but now it is even ",70,The election is still up in the air ,36,Yes seems to detect a positive ring to it ,42,It seems that the Yes camp is taking a formidable lead ,55,The statistics fall in favor of the no camp,43,"There might be the spiral of silence, but the no camp is in the lead ",69,This evidence doesn't really give us any indication of who is winning ,70,385,55,0.05,1,100,0,12,0,1,6,3,5,3,4.25,6,3,6,6,5.25,6,3,4,4,4.25,6,3,3,2,3.5,6,3,5,5,4.75,7,3,5,7,5,1,7,5,7,3,1,5,7,1,3,7,7,1,4.555555556,4,5,4,2,2,3,2,5,5,3.555555556,3,1,1,3
