start,end,id,certainty,account,ev1,ev1abs_acc,ev1reldiff,ev2,ev2abs_acc,ev2reldiff,ev3,ev3abs_acc,ev3reldiff,ev4,ev4abs_acc,ev4reldiff,ev5,ev5abs_acc,ev5reldiff,ev6,ev6abs_acc,ev6reldiff,ev7,ev7abs_acc,ev7reldiff,totdeviation,avedev,aveabs_acc,avereldiff,percent_change1,percent_change2,percent_change3,percent_change4,percent_change5,percent_change6,evtext1,evtext1len,evtext2,evtext2len,evtext3,evtext3len,evtext4,evtext4len,evtext5,evtext5len,evtext6,evtext6len,evtext7,evtext7len,totalevtext,avgevtext,crt1,crt1_s,crt2,crt2_s,crt3,crt3_s,crt_s,consc_1,consc_2*,consc_3,consc_4*,consc,extra_1,extra_2*,extra_3,extra_4*,extra,agree_1,agree_2*,agree_3,agree_4*,agree,open_1,open_2*,open_3*,open_4*,open,neuro_1,neuro_2*,neuro_3,neuro_4*,neuro,need.cog_1,need.cog_2,need.cog_3*,need.cog_4*,need.cog_5*,need.cog_6,need.cog_7*,need.cog_8*,need.cog_9*,need.cog_10,need.cog_11,need.cog_12*,need.cog_13,need.cog_14,need.cog_15,need.cog_16*,need.cog_17*,need.cog_18,need.cog,aomt_1,aomt_2,aomt_3,aomt_4*,aomt_5*,aomt_6*,aomt_7*,aomt_8,aomt_9,aomt,educ,age,gender,race
4/13/17 11:47,4/13/17 12:03,3648,0,1,0.70,0.20,0.20,0.50,0.00,-0.20,0.20,0.30,-0.30,0.10,0.40,-0.10,0.20,0.30,0.10,0.50,0.00,0.30,0.20,0.30,-0.30,0.50,0.22,0.21,-0.04,-0.29,-0.60,-0.50,1.00,1.50,-0.60,"Secession is more likely to occur than remaining true to the status quo, as predicted by the polls in previous election outcomes.",129,"The new package of self-rule initiatives on taxes and social policy might motivate the citizens of Apple to vote for unity, thus lowering the probability of secession.",167,The more compelling slogan does not significantly improve the chances of the camp favoring secession if it does not reflect the popular opinion of the people.,158,Rally size does not play a major role in determining the outcome of the election because it is often a group of highly excited/motivated individuals for that party that do not necessarily reflect the sentiments of all voters.,225,"If the majority of referendums in the past have passed, a referendum might occur rather than actual secession.",110,News outlets might not be accurate judges of which group will win a referendum due to their slant.,98,"As stated, polling models have a high likelihood of inaccuracy.",63,950,135.71,0.05,1,1,0,24,0,1,3,3,6,3,3.75,6,6,3,5,5.00,7,7,7,7,7.00,6,7,4,6,5.75,3,2,4,2,2.75,4,7,5,5,6,3,3,5,5,5,5,7,4,5,5,5,5,7,5.06,6,6,5,7,3,2,6,5,4,4.89,3,1,2,4
3/2/17 23:47,3/2/17 23:59,3103,0,0,0.70,0.20,0.20,0.40,0.10,-0.30,0.20,0.30,-0.20,0.20,0.30,0.00,0.70,0.20,0.50,0.60,0.10,-0.10,0.20,0.30,-0.40,0.50,0.25,0.21,-0.04,-0.43,-0.50,0.00,2.50,-0.14,-0.67,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.05,1,5,1,47,1,3,2,2,6,2,3.00,1,2,2,2,1.75,7,6,6,6,6.25,7,5,2,6,5.00,6,6,6,6,6.00,4,2,3,4,5,5,5,2,2,6,4,2,3,3,4,7,3,5,3.83,5,6,6,7,6,6,6,4,4,5.56,3,1,2,4
3/23/17 13:44,3/23/17 13:55,3358,0,0,0.70,0.20,0.20,0.40,0.10,-0.30,0.30,0.20,-0.10,0.20,0.30,-0.10,0.30,0.20,0.10,0.70,0.20,0.40,0.20,0.30,-0.50,0.50,0.25,0.21,-0.04,-0.43,-0.25,-0.33,0.50,1.33,-0.71,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.05,1,100,0,12,0,1,5,6,6,6,5.75,4,5,5,5,4.75,5,6,5,6,5.50,3,4,3,3,3.25,2,4,3,4,3.25,3,7,5,3,5,6,5,3,3,5,5,5,4,4,4,5,3,5,4.44,4,6,6,6,5,3,7,6,5,5.33,2,1,2,1
3/14/17 15:03,3/14/17 15:17,3138,0,1,0.70,0.20,0.20,0.60,0.10,-0.10,0.20,0.30,-0.40,0.75,0.25,0.55,0.70,0.20,-0.05,0.60,0.10,-0.10,0.21,0.29,-0.39,0.49,0.27,0.21,-0.04,-0.14,-0.67,2.75,-0.07,-0.14,-0.65,"Purely mathematically, the survey is correct 70% of the time, so support for secession would be 70% likely.",107,"Mathematically, is the package works 60% of the time, there is a 60% chance it will work this time.",99,"Mathematically, if slogan preference is right 20% of the time, the trend may prevail. ",86,"Mathematically, if the secession has a rally size that is three times greater, their chance of winning should be 3 times greater as well.",137,"If these types of referendums win 70% of the time, then mathematically there is the same chance of this one succeeding.",119,"If 60% of debate winners win overall, then mathematically the secession group would have a 60% chance of winning.",113,"If 60% of models predicted secession wins, and only 40% are accurate, then 24% of those outlets were right. If 40% predicted loss, 40% of that is 16%, so 84% should have predicted success. Combined, there is a 20.8% chance of success. ",235,896,128.00,0.05,1,5,1,47,1,3,5,5,6,5,5.25,1,3,2,2,2.00,6,6,5,6,5.75,5,5,3,5,4.50,3,5,5,4,4.25,2,6,5,5,5,2,6,3,5,6,5,3,5,5,5,5,6,6,4.72,5,6,6,6,3,5,6,3,6,5.11,3,1,2,4
4/5/17 20:55,4/5/17 21:14,1285,0,1,0.70,0.20,0.20,0.40,0.10,-0.30,0.20,0.30,-0.20,0.10,0.40,-0.10,0.70,0.20,0.60,0.60,0.10,-0.10,0.24,0.26,-0.36,0.46,0.28,0.22,-0.04,-0.43,-0.50,-0.50,6.00,-0.14,-0.60,becuase the study thing is correct 7/10 times,45,"if unity wins 6/10 times, secessions wins only 4/10 times",57,secession has the more compelling slogan. the campiagn with the better slogan win 2/10 times,92,seccesion had the bigger rally.  secession will win 1/10 times,62,this one confused me.  i honestly just took a guess as to which one secession was,81,secession won debate. debate winners win 6/10 times,51,i multiplied the prob that the model is accurate to the prob that they would win,80,468,66.86,0.05,1,50,0,47,1,2,2,5,4,4,3.75,3,3,3,3,3.00,6,4,4,6,5.00,6,6,7,6,6.25,5,5,5,6,5.25,7,2,7,2,2,1,3,6,4,1,6,3,7,6,6,6,7,7,4.61,6,6,4,2,5,5,6,5,5,4.89,3,1,2,4
4/5/17 12:46,4/5/17 13:05,3483,0,0,0.70,0.20,0.20,0.42,0.08,-0.28,0.35,0.15,-0.07,0.73,0.23,0.38,0.91,0.41,0.18,0.88,0.38,-0.03,0.28,0.22,-0.60,0.42,0.26,0.24,-0.03,-0.40,-0.17,1.09,0.25,-0.03,-0.68,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.05,1,25,0,47,1,2,7,7,7,7,7.00,5,4,5,3,4.25,7,6,7,6,6.50,7,7,7,6,6.75,7,6,6,7,6.50,2,2,6,6,6,2,6,6,2,6,6,6,2,6,7,6,6,7,5.00,7,7,5,2,3,3,6,7,5,5.00,2,1,1,4
3/21/17 19:19,3/21/17 19:28,2329,0,0,0.70,0.20,0.20,0.75,0.25,0.05,0.33,0.17,-0.42,0.76,0.26,0.43,0.28,0.22,-0.48,0.08,0.42,-0.20,0.30,0.20,0.22,0.40,0.30,0.25,-0.03,0.07,-0.56,1.30,-0.63,-0.72,2.85,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.05,1,5,1,47,1,3,5,3,6,5,4.75,1,2,1,1,1.25,6,7,6,6,6.25,5,4,4,4,4.25,1,6,1,4,3.00,4,5,3,4,6,5,3,3,5,7,7,7,5,4,4,5,5,3,4.72,4,7,6,6,3,3,7,7,7,5.56,3,1,2,4
3/15/17 14:14,3/15/17 15:01,3115,0,1,0.70,0.20,0.20,0.40,0.10,-0.30,0.45,0.05,0.05,0.55,0.05,0.10,0.30,0.20,-0.25,0.60,0.10,0.30,0.30,0.20,-0.30,0.40,0.22,0.13,-0.03,-0.43,0.13,0.22,-0.45,1.00,-0.50,"The polls are predictive of election outcomes in 7/10 cases, so the chance that the secession will happen is in 7/10 of elections or 70%",136,Slightly less probability because of the new package appeals to the people more than half the time,98,Only a slight increase because better slogans only benefit in 2/10 times,72,Slight advantage only since the sizes only benefit 1/10 times,61,"Because the referendum is about independence, it will only work 3/10 times based on this statistic",98,Same probability of the secession working out as the probability that the debate's result leads to a secession,110,"High inaccuracy might mean that the polls might actually be false, so the recession might not actually happen in reality",120,695,99.29,0.10,0,5,1,47,1,2,2,2,4,3,2.75,6,6,5,6,5.75,6,6,6,6,6.00,6,6,6,6,6.00,2,2,2,2,2.00,6,6,5,3,3,3,3,3,3,4,4,3,4,5,4,3,2,3,3.72,4,6,6,5,7,2,6,6,6,5.33,3,1,1,4
4/2/17 13:43,4/2/17 13:57,3273,0,1,0.70,0.20,0.20,0.70,0.20,0.00,0.70,0.20,0.00,0.70,0.20,0.00,0.70,0.20,0.00,0.80,0.30,0.10,0.32,0.18,-0.48,0.38,0.10,0.21,-0.03,0.00,0.00,0.00,0.00,0.14,-0.60,Polling trends indicate that secession-favoring camps won seven out of the last ten elections.,94,"Seven out of the past ten elections were won by secession-favoring camps, and I assume that similar measures were proposed in those elections as well.",150,There is no obvious correlation between those who won the election due to compelling slogans and camps favoring secession.,122,There is no statistic that indicates that secessionists had larger rallies in the past.,87,The given statistic doesn't have much to do with the election at hand.,70,The fact that they were able to win the debate increases the likelihood that they will win the election.,104,The statistics previously given might have been inaccurate. ,60,687,98.14,0.05,1,5,1,47,1,3,2,2,5,2,2.75,5,4,2,3,3.50,6,6,6,6,6.00,5,6,3,6,5.00,3,6,6,6,5.25,6,6,6,2,2,2,2,3,2,6,6,5,6,6,5,4,3,6,4.33,5,7,6,7,4,5,5,7,5,5.67,3,1,1,4
4/24/17 22:23,4/24/17 22:38,81,0,1,0.70,0.20,0.20,0.40,0.10,-0.30,0.20,0.30,-0.20,0.10,0.40,-0.10,0.30,0.20,0.20,0.60,0.10,0.30,0.40,0.10,-0.20,0.30,0.22,0.20,-0.01,-0.43,-0.50,-0.50,2.00,1.00,-0.33,Seven out of ten is equal to 70% and it is related to a change to the status quo. ,82,"six of of ten is 60% in favor of unity, so that would make 40% for secession. ",78,"Only two of of the last ten had a better slogan, making it twenty percent. ",75,one of of the last ten is 0.1% in favor of the larger rally size. ,66,7/10 failed making the probability 3/10 for secession. ,55,6/10 is equal to 60%. ,22,Four out of the last ten worked. ,33,411,58.71,0.05,1,100,0,47,1,2,5,5,6,5,5.25,5,6,3,3,4.25,5,3,3,4,3.75,3,3,3,3,3.00,2,7,5,7,5.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2.22,5,5,5,6,3,5,6,5,5,5.00,3,1,2,3
4/16/17 19:15,4/16/17 19:31,3282,0,0,0.70,0.20,0.20,0.60,0.10,-0.10,0.20,0.30,-0.40,0.10,0.40,-0.10,0.30,0.20,0.20,0.60,0.10,0.30,0.40,0.10,-0.20,0.30,0.22,0.20,-0.01,-0.14,-0.67,-0.50,2.00,1.00,-0.33,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.05,1,5,1,47,1,3,3,3,5,3,3.50,6,6,5,6,5.75,7,7,7,7,7.00,6,6,5,6,5.75,3,5,4,6,4.50,5,5,6,5,7,4,6,3,5,4,7,6,6,6,6,6,5,6,5.44,5,6,6,6,5,5,7,6,6,5.78,3,1,2,1
3/5/17 11:22,3/5/17 11:30,2590,0,0,0.70,0.20,0.20,0.60,0.10,-0.10,0.60,0.10,0.00,0.70,0.20,0.10,0.40,0.10,-0.30,0.60,0.10,0.20,0.40,0.10,-0.20,0.30,0.15,0.13,-0.01,-0.14,0.00,0.17,-0.43,0.50,-0.33,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.05,1,5,1,47,1,3,3,5,6,3,4.25,5,5,6,5,5.25,7,6,6,6,6.25,6,3,3,5,4.25,7,5,6,5,5.75,5,6,5,6,6,3,5,3,4,6,6,6,5,3,6,5,6,3,4.94,6,6,7,6,3,3,7,6,6,5.56,2,1,2,4
4/5/17 15:03,4/5/17 15:18,2274,0,0,0.70,0.20,0.20,0.60,0.10,-0.10,0.20,0.30,-0.40,0.10,0.40,-0.10,0.60,0.10,0.50,0.60,0.10,0.00,0.40,0.10,-0.20,0.30,0.22,0.19,-0.01,-0.14,-0.67,-0.50,5.00,0.00,-0.33,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.05,1,100,0,18,0,1,3,6,6,6,5.25,4,5,5,6,5.00,6,6,4,6,5.50,3,4,5,3,3.75,2,5,6,5,4.50,6,3,6,4,6,4,2,4,5,6,6,4,6,3,3,5,5,6,4.67,4,6,6,6,5,7,6,3,5,5.33,3,1,2,3
3/3/17 23:09,3/3/17 23:23,3081,0,1,0.70,0.20,0.20,0.28,0.22,-0.42,0.06,0.44,-0.22,0.10,0.40,0.04,0.70,0.20,0.60,0.60,0.10,-0.10,0.40,0.10,-0.20,0.30,0.26,0.24,-0.01,-0.60,-0.80,0.79,6.00,-0.14,-0.33,Poll data predicts secession side will win and these polls are predictive 70% for change of status quo.,103,Less than 70% because appeals might mollify the Apple citizenry; 0.7 X (1-0.6) = 0.28,85,0.28 (from 2) X 0.2 (chance that compelling slogan wins referendums) = 0.056,76,I realize now that cannot simply start multiplying all chance because probabilities described in different scenarios are not necessarily dependent events.,154,7 out of 10 referendums on similar subjects passed,50,"Debate winners win 6 out of 10 times, and the secession group are the debate winners.",85,"So far, information seems to present the secession party as more popular/more likely to win. However, given that polling models are quite inaccurate, I expect less than 50%.",173,726,103.71,0.05,1,5,1,24,0,2,3,3,5,5,4.00,2,3,3,3,2.75,6,6,6,5,5.75,3,6,5,3,4.25,5,5,5,3,4.50,6,3,5,5,5,5,3,3,5,3,5,5,3,5,5,1,5,5,4.28,4,5,5,6,5,6,6,5,5,5.22,2,1,2,4
2/26/17 16:03,2/26/17 16:12,3272,0,1,0.70,0.20,0.20,0.40,0.10,-0.30,0.20,0.30,-0.20,0.10,0.40,-0.10,0.70,0.20,0.60,0.60,0.10,-0.10,0.40,0.10,-0.20,0.30,0.25,0.20,-0.01,-0.43,-0.50,-0.50,6.00,-0.14,-0.33,"From the past 10 elections, 7 of the 10 have had polls predict election outcomes.",81,Six out of the last ten times has the new packages of policies appealed to citizens.,84,Group with compelling slogan has won two out of the last ten referndums.,72,Rally size has been an indicator for how the vote would play out in one out of the last ten referendums. ,105,Seven out of the last ten referendums on subject of independence or constitutional reform had passed.,101,6 out of last 10 of a debate this scale won.,44,4 out of last 10 polling models have been accurate in predictions.,66,553,79.00,0.10,0,5,1,24,0,1,6,4,4,4,4.50,4,4,6,4,4.50,7,7,7,4,6.25,2,1,1,6,2.50,2,2,2,2,2.00,6,6,7,1,2,2,4,2,7,4,4,4,2,7,4,3,7,7,4.39,7,7,7,7,4,5,7,7,4,6.11,3,1,1,4
3/28/17 13:06,3/28/17 13:22,211,0,1,0.70,0.20,0.20,0.40,0.10,-0.30,0.20,0.30,-0.20,0.10,0.40,-0.10,0.70,0.20,0.60,0.60,0.10,-0.10,0.40,0.10,-0.20,0.30,0.25,0.20,-0.01,-0.43,-0.50,-0.50,6.00,-0.14,-0.33,Polls have been predictive in 7/10 of the last elections of this sort and current polls show support for secession,114,"Such mollifying attempts have work 6/10 times recently, so there's a 4/10 chance it won't work this time",104,"Looking at only this piece of evidence, there's a 2/10 chance of the group with the better slogan winning",105,"Given only this piece of evidence, rally size is an indicator 1/10 times",72,7 of the last 10 such referendums have passed,45,6/10 of the last winners of the debates have won,48,Only 4 of the last 10 polls on the subject have been accurate,61,549,78.43,0.05,1,5,1,47,1,3,5,3,6,3,4.25,2,2,2,2,2.00,7,7,7,7,7.00,6,6,6,6,6.00,5,6,6,6,5.75,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.00,6,6,6,7,3,5,6,6,6,5.67,3,1,2,1
3/29/17 20:15,3/29/17 20:30,3583,0,0,0.70,0.20,0.20,0.40,0.10,-0.30,0.20,0.30,-0.20,0.10,0.40,-0.10,0.70,0.20,0.60,0.60,0.10,-0.10,0.40,0.10,-0.20,0.30,0.25,0.20,-0.01,-0.43,-0.50,-0.50,6.00,-0.14,-0.33,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.05,1,5,1,47,1,3,5,5,7,6,5.75,5,6,5,4,5.00,7,6,6,7,6.50,6,6,6,6,6.00,5,3,5,3,4.00,6,6,6,7,5,4,6,4,3,6,7,6,7,6,7,6,5,4,5.61,6,7,5,7,4,4,6,7,5,5.67,3,1,2,1
4/13/17 14:16,4/13/17 14:53,3447,0,1,0.70,0.20,0.20,0.40,0.10,-0.30,0.20,0.30,-0.20,0.10,0.40,-0.10,0.70,0.20,0.60,0.60,0.10,-0.10,0.40,0.10,-0.20,0.30,0.25,0.20,-0.01,-0.43,-0.50,-0.50,6.00,-0.14,-0.33,"The poll has a 70% correctness rate thus far, so it probably has a 70% change of being right about this too. ",109,"The initiated works 60% of the time, meaning there's a 60% chance people will now vote for unity and 40% they will for secession. ",130,"There's a 20% chance the more compelling slogan will win, and the group for secession has a compelling slogan. ",111,"The group rally size for secession is three times larger than that of the other group, and typically this group has a one in ten chance of winning. As a result, the camp favoring secession has a 10% chance. ",207,"7 out of 10 referendums regarding independence and reform have passed, so there's a 70% chance the camp favoring secession will win the election. ",146,"Because 6 out of 10 of past winners have won the election, and the secession camp won the debate, there is a 60% chance the secession camp will win the election. ",162,"Since only 4/10 groups in polling have accurately predicted results, there is a 40% chance of secession camp winning the election.",130,995,142.14,0.10,0,100,0,36,0,0,3,2,6,4,3.75,5,6,6,6,5.75,6,6,6,6,6.00,2,3,2,2,2.25,4,3,5,4,4.00,5,5,5,5,5,5,3,2,2,6,5,5,3,3,6,6,5,4,4.44,4,6,5,6,3,5,6,6,2,4.78,3,1,2,3
3/25/17 15:49,3/25/17 16:07,3114,0,1,0.70,0.20,0.20,0.60,0.10,-0.10,0.20,0.30,-0.40,0.10,0.40,-0.10,0.70,0.20,0.60,0.60,0.10,-0.10,0.40,0.10,-0.20,0.30,0.25,0.20,-0.01,-0.14,-0.67,-0.50,6.00,-0.14,-0.33,I based my answer off the fact that polling data have been successfully able to predict election outcomes in 7 out of 10 elections already.,139,"If a new package will be instituted, chances are it will be as effective as most packages of policies are, which is 6 out of 10 times.",134,"Since groups with more compelling slogans usually win 2 out of 10 times, the chances it will happen this time around should be the same.",136,"From the information provided, rally size helps influence election outcomes 1 out of 10 times, so the likelihood that this will happen again should be around the same.",167,Referendums are effective 7 out of 10 times.,44,"Since the individuals representing the camp favoring secession, the chances this will impact electoral outcomes is 6 out of 10.",127,The effectiveness of news outlets in predicting election outcomes is generally 4 out of 10.,91,838,119.71,0.05,1,5,1,47,1,3,5,4,6,4,4.75,6,5,6,3,5.00,6,5,4,5,5.00,6,6,3,4,4.75,5,2,5,5,4.25,1,5,5,5,3,4,5,3,4,4,5,5,3,3,3,4,5,5,4.00,4,5,6,4,3,1,4,4,4,3.89,2,1,2,4
3/31/17 12:30,3/31/17 12:41,3573,0,0,0.70,0.20,0.20,0.60,0.10,-0.10,0.20,0.30,-0.40,0.10,0.40,-0.10,0.70,0.20,0.60,0.60,0.10,-0.10,0.40,0.10,-0.20,0.30,0.25,0.20,-0.01,-0.14,-0.67,-0.50,6.00,-0.14,-0.33,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.05,1,5,1,24,0,2,3,3,6,2,3.50,5,4,3,4,4.00,5,5,4,5,4.75,6,4,4,6,5.00,7,6,6,2,5.25,5,4,4,5,6,4,5,5,5,6,5,5,5,5,5,4,5,5,4.89,4,5,5,6,4,3,6,4,4,4.56,3,1,2,1
4/3/17 19:53,4/3/17 20:04,1678,0,0,0.70,0.20,0.20,0.60,0.10,-0.10,0.20,0.30,-0.40,0.10,0.40,-0.10,0.70,0.20,0.60,0.60,0.10,-0.10,0.40,0.10,-0.20,0.30,0.25,0.20,-0.01,-0.14,-0.67,-0.50,6.00,-0.14,-0.33,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.10,0,100,0,24,0,0,5,3,5,3,4.00,3,3,3,3,3.00,5,5,5,6,5.25,5,3,6,6,5.00,3,2,5,5,3.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.00,5,5,5,5,5,3,5,5,5,4.78,3,1,2,1
4/6/17 11:54,4/6/17 13:30,3434,0,1,0.70,0.20,0.20,0.60,0.10,-0.10,0.20,0.30,-0.40,0.10,0.40,-0.10,0.70,0.20,0.60,0.60,0.10,-0.10,0.40,0.10,-0.20,0.30,0.25,0.20,-0.01,-0.14,-0.67,-0.50,6.00,-0.14,-0.33,The country is skeptical to change but the data shows more support for secession. ,82,"New packages of policies appealed only six out of the last ten times, which is why I chose 60%. ",96,The more compelling slogans has won two out of the last ten. ,61,It was an indicator in one of the last ten. ,44,The results revealed seven out of ten passed. ,46,Six out of last ten winners of a debate won. ,45,4 out of last 10 times predicted accurately. ,45,419,59.86,0.05,1,100,0,24,0,1,5,6,7,6,6.00,5,6,5,6,5.50,7,7,7,7,7.00,7,7,7,7,7.00,7,3,5,3,4.50,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,3,5,5,4.78,5,5,5,7,3,5,7,5,5,5.22,2,1,2,1
4/10/17 12:19,4/10/17 12:31,3592,0,0,0.70,0.20,0.20,0.60,0.10,-0.10,0.20,0.30,-0.40,0.10,0.40,-0.10,0.70,0.20,0.60,0.60,0.10,-0.10,0.40,0.10,-0.20,0.30,0.25,0.20,-0.01,-0.14,-0.67,-0.50,6.00,-0.14,-0.33,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.05,1,500,0,47,1,2,5,3,6,4,4.50,6,7,6,6,6.25,7,6,7,6,6.50,7,7,7,7,7.00,1,3,1,5,2.50,5,5,6,6,6,1,1,6,6,1,5,6,5,1,1,1,1,2,3.61,6,7,7,7,6,6,7,1,6,5.89,3,1,1,1
4/11/17 12:21,4/11/17 12:37,3049,0,1,0.70,0.20,0.20,0.60,0.10,-0.10,0.20,0.30,-0.40,0.10,0.40,-0.10,0.70,0.20,0.60,0.60,0.10,-0.10,0.40,0.10,-0.20,0.30,0.25,0.20,-0.01,-0.14,-0.67,-0.50,6.00,-0.14,-0.33,"It says that the polls are predictive of election outcomes in 7/10 of the last elections. I think 70% is a fair number to assign here because secession is probable, but there is still a chance the polls are wrong. ",214,It says that the previous attempts at mollifying the Applan citizenry has been affective 6/10 times. ,101,The one with a compelling slogan has won two out of the last ten referendums. ,78,Rally size has been a correct indicator for how the vote would play out in one of the last ten referendums. ,108,Seven out of the last ten referendums on the subject of independence or constitutional reform has passed. ,106,"Six out of the last ten winners of a debate were able to win their referendums, and the news outlets said that the group in favor of secession had won the debate. ",163,Four out of the last ten polling models have accurately predicted the referendum results. ,90,860,122.86,0.05,1,5,1,47,1,3,3,3,3,2,2.75,3,5,6,3,4.25,7,5,6,6,6.00,5,5,3,5,4.50,3,2,5,5,3.75,5,5,5,5,6,3,5,2,2,6,5,6,3,3,5,2,5,5,4.33,3,6,5,6,5,5,5,5,6,5.11,3,1,2,6
4/13/17 23:43,4/13/17 23:55,843,0,0,0.70,0.20,0.20,0.60,0.10,-0.10,0.20,0.30,-0.40,0.10,0.40,-0.10,0.70,0.20,0.60,0.60,0.10,-0.10,0.40,0.10,-0.20,0.30,0.25,0.20,-0.01,-0.14,-0.67,-0.50,6.00,-0.14,-0.33,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.05,1,5,1,47,1,3,3,6,6,6,5.25,4,7,5,5,5.25,6,5,6,5,5.50,6,5,6,6,5.75,2,3,5,4,3.50,4,6,5,3,6,3,3,2,4,5,3,6,3,5,4,3,5,6,4.22,6,7,5,6,3,3,7,6,7,5.56,5,1,2,1
4/23/17 0:02,4/23/17 0:13,1064,0,0,0.70,0.20,0.20,0.40,0.10,-0.30,0.20,0.30,-0.20,0.20,0.30,0.00,0.70,0.20,0.50,0.60,0.10,-0.10,0.40,0.10,-0.20,0.30,0.22,0.19,-0.01,-0.43,-0.50,0.00,2.50,-0.14,-0.33,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.10,0,100,0,34,0,0,5,5,7,6,5.75,4,3,4,3,3.50,5,5,6,4,5.00,7,6,4,4,5.25,4,7,4,6,5.25,4,4,4,4,4,4,4,3,3,5,5,4,4,4,4,3,4,6,4.06,3,6,6,6,6,2,7,6,2,4.89,3,1,1,2
3/23/17 9:10,3/23/17 9:21,2608,0,1,0.70,0.20,0.20,0.60,0.10,-0.10,0.20,0.30,-0.40,0.30,0.20,0.10,0.70,0.20,0.40,0.60,0.10,-0.10,0.40,0.10,-0.20,0.30,0.22,0.17,-0.01,-0.14,-0.67,0.50,1.33,-0.14,-0.33,"If 7/10 polls are correct and data suggests that support is higher for secession than unity, I used the statistic provided for me already.",138,Same as prior rationale.,24,Same rationale.,15,Same rationale.,15,Same rationale,14,The media influences everyone's political opinion to the greatest extent possible.,82,Same rationale.,15,303,43.29,0.05,1,100,0,47,1,2,7,7,7,7,7.00,7,7,3,6,5.75,6,7,6,7,6.50,7,7,7,7,7.00,7,6,6,6,6.25,2,1,2,5,2,4,2,7,7,5,1,3,1,1,1,7,7,5,3.50,6,6,6,7,2,2,7,6,6,5.33,5,1,1,1
3/29/17 9:30,3/29/17 9:33,2700,0,0,0.70,0.20,0.20,0.60,0.10,-0.10,0.20,0.30,-0.40,0.30,0.20,0.10,0.70,0.20,0.40,0.60,0.10,-0.10,0.40,0.10,-0.20,0.30,0.22,0.17,-0.01,-0.14,-0.67,0.50,1.33,-0.14,-0.33,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.10,0,100,0,24,0,0,5,5,6,4,5.00,5,4,3,5,4.25,4,3,5,5,4.25,5,3,3,4,3.75,5,2,3,4,3.50,2,2,1,2,2,6,1,1,1,5,6,4,6,2,2,6,6,7,3.44,4,5,5,6,3,3,5,5,5,4.56,3,1,2,1
4/19/17 16:24,4/19/17 16:37,759,0,0,0.70,0.20,0.20,0.60,0.10,-0.10,0.20,0.30,-0.40,0.30,0.20,0.10,0.70,0.20,0.40,0.60,0.10,-0.10,0.40,0.10,-0.20,0.30,0.22,0.17,-0.01,-0.14,-0.67,0.50,1.33,-0.14,-0.33,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.10,0,20,0,12,0,0,3,2,6,2,3.25,6,6,6,6,6.00,6,6,6,6,6.00,6,6,2,6,5.00,2,2,5,6,3.75,2,5,3,2,6,6,6,6,2,3,2,6,2,6,2,2,6,5,4.00,3,3,3,6,3,3,5,2,3,3.44,3,1,2,1
4/6/17 14:01,4/6/17 14:16,3406,0,0,0.70,0.20,0.20,0.60,0.10,-0.10,0.20,0.30,-0.40,0.50,0.00,0.30,0.70,0.20,0.20,0.60,0.10,-0.10,0.40,0.10,-0.20,0.30,0.22,0.14,-0.01,-0.14,-0.67,1.50,0.40,-0.14,-0.33,,0,,0,,0,,0,,0,,0,,0,0,0.00,0.10,0,5,1,47,1,2,2,3,5,2,3.00,3,5,5,4,4.25,5,6,5,7,5.75,6,5,5,6,5.50,5,3,5,7,5.00,5,5,5,5,5,3,5,3,5,5,5,3,5,5,5,2,5,5,4.50,5,5,2,6,5,6,3,5,5,4.67,3,1,1,4
